                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.03928,                0.93664,                      1,                0.37343,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     90,                 0.0389,                0.93664,                      1,                0.36863,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     91,                0.03739,                0.94215,                      1,                0.37659,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     92,                0.03456,                0.94215,                      1,                0.36681,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     93,                0.03864,                0.93939,                      1,                0.37152,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     94,                0.04177,                0.93664,                      1,                0.36928,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     95,                0.03755,                0.93664,                      1,                0.36673,              5.662e-05,              5.662e-05,              5.662e-05
                     96,                0.03041,                0.94215,                      1,                0.36545,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     97,                0.03717,                0.94215,                      1,                0.36885,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     98,                0.04305,                0.93939,                      1,                0.36997,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     99,                0.04549,                 0.9449,                      1,                0.36971,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    100,                0.05504,                0.93664,                      1,                0.37089,             2.1277e-05,             2.1277e-05,             2.1277e-05
